PLAYER,TEAM,YEAR,AGE,GP,W,L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,FP,DD2,TD3,+/-
Grayson Allen,MIL,2022,26,66,43,23,27.3,112.5,107.5,5,7.5,2.33,13.6,1.7,9.7,5.8,5.8,58.8,60.9,14.8,101.69,8.1,3842,,,,,,
Jaylen Brown,BOS,2022,25,66,43,23,33.6,113.5,103.8,9.8,17.3,1.3,13.1,2.4,14.5,8.8,10.1,54.1,57.4,29.8,98.57,13.5,4563,,,,,,
Jevon Carter,MIL,2022,26,66,39,27,13.7,107.3,110.3,-3,14.8,2.82,24.6,1.4,9.7,5.6,8.7,51.8,53.1,13.5,101.81,6.7,1922,,,,,,
Khris Middleton,MIL,2022,30,66,44,22,32.4,115,109.6,5.4,24.6,1.88,21.3,1.9,13.6,7.9,11.3,52.2,57.7,25.5,102.88,12.2,4613,,,,,,
Killian Hayes,DET,2022,20,66,21,45,25,102.6,112.9,-10.3,24.3,2.5,31.5,2,10.8,6.1,12.6,43.1,46.1,15.4,100.32,6.6,3437,,,,,,
Kyle Kuzma,WAS,2022,26,66,29,37,33.4,108.2,114.3,-6.1,16.4,1.38,16.2,3.2,21.3,12.6,11.8,52,54.7,23.8,98.94,11.8,4541,,,,,,
Matisse Thybulle,PHI,2022,25,66,43,23,25.5,110.9,107.2,3.8,6.3,1.92,17.4,2.6,6.4,4.5,9,57.5,59.4,9.5,97.32,5.7,3398,,,,,,
Rudy Gobert,UTA,2022,30,66,42,24,32.1,114.1,104.5,9.6,5.2,0.61,8,11.4,31.2,21.7,13.2,71.3,73.2,16.6,99.23,17.7,4381,,,,,,
Troy Brown Jr.,CHI,2022,22,66,37,29,16,109.3,111.7,-2.3,8.2,2.54,18.3,3.8,15.4,9.8,7.2,51,52.5,11.8,101.1,7.3,2225,,,,,,
Tyler Herro,MIA,2022,22,66,44,22,32.6,113.4,108.1,5.3,20.5,1.51,15.9,1.5,13.3,7.6,10.6,52.5,56.1,27.8,97.92,12.9,4391,,,,,,
Chris Paul,PHX,2022,37,65,53,12,32.9,115.6,105.5,10,43.4,4.59,41.8,1.1,11.3,6.4,9.1,53.6,58.1,19.7,100.1,15,4466,,,,,,
Cole Anthony,ORL,2022,22,65,18,47,31.7,105.7,111.1,-5.4,28.1,2.17,23.8,1.5,14.5,8,10.9,46.4,51.9,24.5,99.82,10.6,4283,,,,,,
Cory Joseph,DET,2022,30,65,19,46,24.6,105.3,111.7,-6.4,22,2.79,31.1,1.7,9.2,5.3,11.1,52.6,57.9,14.1,98.63,8.1,3290,,,,,,
D'Angelo Russell,MIN,2022,26,65,39,26,31.9,114.5,109.8,4.7,32,2.79,27,1.1,8.9,5,9.7,50.2,54.4,24.6,102.39,11.4,4431,,,,,,
Facundo Campazzo,DEN,2022,31,65,38,27,18.2,102.1,110.7,-8.6,27.6,3.28,35.7,1.9,8,4.8,10.9,45.9,50.3,14.3,99.38,7.3,2451,,,,,,
Fred VanVleet,TOR,2022,28,65,39,26,37.9,112.2,108.5,3.7,26.6,2.55,24.3,1.6,10,5.7,9.5,51.3,55.2,23.3,96.97,11.8,4986,,,,,,
Garrison Mathews,HOU,2022,25,65,19,46,26.3,110.7,116.5,-5.9,5.2,1.56,10.2,1.8,9.3,5.4,6.5,55,60.2,13.7,102.47,6.1,3653,,,,,,
Hassan Whiteside,UTA,2022,33,65,40,25,17.9,119.2,109,10.1,3.1,0.49,5.4,14.2,27.5,20.9,11,65.2,66.2,16.4,99.72,13.2,2408,,,,,,
Ish Smith,WAS,2022,33,65,27,38,17.3,107.1,113.8,-6.7,31.8,3.13,32.1,2.1,10,6.1,10.2,45.9,46.5,19.5,100.71,9.2,2364,,,,,,
James Harden,PHI,2022,32,65,40,25,37.2,114.9,111.4,3.5,40.1,2.35,30.9,2.4,17.6,10.3,13.1,48.5,58.3,26.6,99.49,15.3,5015,,,,,,
Javonte Green,CHI,2022,28,65,38,27,23.4,113.6,112,1.6,5.1,2,13.1,6.2,12,9.2,6.5,59.7,63.7,11.3,100.5,7.7,3167,,,,,,
Josh Richardson,SAS,2022,28,65,38,27,24.6,112.3,107.8,4.5,10.5,1.74,15.2,2.6,8.7,5.7,8.7,53.4,57.3,17.1,98.91,8.3,3292,,,,,,
Luka Doncic,DAL,2022,23,65,44,21,35.4,113.8,110.3,3.5,45.8,1.95,22.9,2.5,23,12.9,11.8,52.9,57.1,36.8,96.18,19.1,4604,,,,,,
Nickeil Alexander-Walker,UTA,2022,23,65,29,36,22.6,107.6,110.7,-3.1,16.6,1.68,16,2.4,10.3,6.2,9.5,44.9,47.5,23.7,99.02,7.2,3015,,,,,,
P.J. Washington,CHA,2022,23,65,33,32,27.2,115,111.5,3.5,11.2,1.79,18.4,4.4,14.2,9.2,10.3,57.3,58.8,15.4,101.48,8.5,3742,,,,,,
Pat Connaughton,MIL,2022,29,65,41,24,26,111.3,112.1,-0.7,6.7,2.34,12.9,2.5,13,7.7,5.5,60.5,62,13.7,101.72,8.9,3583,,,,,,
Ben McLemore,POR,2022,29,64,20,44,20.1,101.9,115,-13.1,7.7,1.07,8.6,0.9,7.2,3.9,8,54.1,56.7,20.7,100.73,7,2697,,,,,,
Brandon Clarke,MEM,2022,25,64,44,20,19.5,113.2,105.7,7.5,10.1,2.53,13.9,9.9,14.8,12.3,5.5,65,66,17.1,104.61,14.1,2703,,,,,,
Cade Cunningham,DET,2022,20,64,20,44,32.6,106.9,113.1,-6.2,28.3,1.52,21,2.6,14.3,8.3,13.8,47.1,50.4,27.3,98.71,10,4290,,,,,,
Dalano Banton,TOR,2022,22,64,37,27,10.9,106.6,105.1,1.5,19.7,1.87,26.5,4.8,12.4,8.3,14.2,44.3,46.3,15.9,99.8,7,1452,,,,,,
Dennis Schroder,HOU,2022,28,64,32,32,28.7,106.9,107.9,-1,25.6,2.07,23.9,1.8,9.7,5.7,11.5,49,53.9,22.3,98.12,9.8,3757,,,,,,
R.J. Hampton,ORL,2022,21,64,15,49,21.9,99.1,113.5,-14.5,17.9,1.82,21,1.5,12,6.5,11.6,45.3,48.1,18,101.51,6.5,2972,,,,,,
Seth Curry,BKN,2022,31,64,38,26,33.3,113.7,109.2,4.5,16.2,2.11,20.8,1,8.2,4.7,9.9,59.4,61.5,18.2,96.94,9.2,4311,,,,,,
Stephen Curry,GSW,2022,34,64,45,19,34.5,114.1,103.4,10.7,28.6,1.96,20.8,1.5,12.6,7.3,10.6,55.4,60.1,29.3,100.83,15.5,4649,,,,,,
Aaron Holiday,PHX,2022,25,63,34,29,16.2,106.8,108.2,-1.4,22.3,2.28,26.1,2.3,9.2,5.8,11.4,50.4,54.4,18.2,99.57,8.8,2113,,,,,,
Bogdan Bogdanovic,ATL,2022,29,63,33,30,29.3,116.6,112.1,4.5,15.2,2.77,17.5,1.6,11.6,6.7,6.3,53.7,56.2,21.2,98.89,9.8,3818,,,,,,
Damion Lee,GSW,2022,29,63,41,22,19.9,109.3,106.5,2.8,7.2,1.66,12.2,2.2,13.6,8.1,7.3,52.3,56.1,15.6,99.8,8.1,2622,,,,,,
Kyle Lowry,MIA,2022,36,63,41,22,33.9,112.5,106.6,5.9,32.1,2.82,35.2,1.6,11.6,6.7,12.5,55.5,60,17.8,98.25,11.2,4364,,,,,,
Lamar Stevens,CLE,2022,24,63,35,28,16.1,108.4,109.7,-1.3,6.6,1.07,10.1,4.8,11.2,8.1,9.4,51.7,54.4,16.9,98,6.8,2066,,,,,,
Moritz Wagner,ORL,2022,25,63,16,47,15.2,105.3,112.6,-7.2,15.1,1.55,14.6,4.1,19,11.5,9.4,58.1,62.3,22.4,102.12,12.4,2041,,,,,,
Otto Porter Jr.,GSW,2022,29,63,41,22,22.2,110.2,103.3,6.8,9.7,2.54,16.4,6,18.9,12.5,6.4,56,58.1,14.5,100.09,12,2925,,,,,,
Terrence Ross,ORL,2022,31,63,14,49,23,101.9,113.8,-11.9,12.7,1.55,14.6,1.3,9.4,5.2,9.5,46.7,51.5,19.6,101.14,7.5,3059,,,,,,
Avery Bradley,LAL,2022,31,62,27,35,22.7,105.4,111.2,-5.8,4.6,1.24,10.6,2.1,7.3,4.7,8.6,54,55,11.9,100.99,4.5,2953,,,,,,
CJ McCollum,NOP,2022,30,62,28,34,34.6,112.1,114,-1.9,23.8,2.48,18.8,2.4,10.1,6.2,7.6,53.9,55.3,26.9,99.14,11.9,4437,,,,,,
Danny Green,PHI,2022,35,62,37,25,21.8,111.5,108.5,3,6.5,1.42,14.7,2.5,9.1,5.9,10.3,55.5,56.1,12.1,98.81,5.4,2784,,,,,,
Domantas Sabonis,SAC,2022,26,62,21,41,34.4,109.5,110.1,-0.6,23.9,1.66,22.5,9.2,26.4,17.6,13.6,59.8,63.7,22.1,99.2,16.1,4420,,,,,,
James Johnson,BKN,2022,35,62,30,32,19.2,108.9,110.5,-1.6,15.3,2.71,25.6,4.1,12.7,8.5,9.4,50.7,51.3,13.6,98.66,6.8,2440,,,,,,
Jaylen Nowell,MIN,2022,22,62,37,25,15.7,114.5,111.7,2.8,19.7,3.61,21.1,2.2,10,6.1,5.8,55.1,58.1,20.5,103.5,10.8,2107,,,,,,
Jordan McLaughlin,MIN,2022,26,62,36,26,14.5,111.4,109,2.4,25.8,4.74,41.4,2.3,7.5,4.9,8.7,50.7,53.5,11.5,105.44,8.8,1976,,,,,,
Jordan Nwora,MIL,2022,23,62,34,28,19.1,109.5,112.5,-3,7.1,1.04,9.9,3,14.7,8.9,9.5,48.8,50.6,18.7,103.21,7.2,2548,,,,,,
Trey Murphy III,NOP,2022,22,62,31,31,13.9,108.1,107.8,0.3,6.5,2.38,10.9,4.9,12.2,8.3,4.6,52.2,55.8,14.7,100.77,8,1810,,,,,,
Wendell Carter Jr.,ORL,2022,23,62,16,46,29.9,105.1,108.8,-3.7,15,1.46,16.1,7.4,26,16.8,11,57.6,60.1,20.6,100.39,14.4,3876,,,,,,
Ziaire Williams,MEM,2022,20,62,41,21,21.7,112.9,108.8,4.2,6.2,1.59,11.8,1.7,7.1,4.4,7.4,54,55.9,14.4,103.22,5.5,2896,,,,,,
Aleksej Pokusevski,OKC,2022,20,61,19,42,20.2,103.6,106.1,-2.5,16.1,1.39,18.6,5.4,18.9,12.1,13.4,47,48.5,19.5,100.66,9.5,2595,,,,,,
Austin Reaves,LAL,2022,24,61,28,33,23.2,110.8,109,1.8,10.1,2.75,21.2,3.1,9.9,6.6,7.7,54.2,60,12.1,101.81,7.6,3007,,,,,,
Coby White,CHI,2022,22,61,32,29,27.5,112.3,113.6,-1.2,14.7,2.51,18.9,1.1,9.9,5.5,7.5,53.9,56.4,19.5,99.5,8,3476,,,,,,
Gary Harris,ORL,2022,27,61,16,45,28.4,104.2,110.1,-5.9,9.4,1.77,14.2,2,4.8,3.4,8,53.9,57.1,16,100.66,6.6,3631,,,,,,
Kevin Porter Jr.,HOU,2022,22,61,16,45,31.3,108.3,114.9,-6.7,30.2,1.96,25.8,2.2,11.1,6.7,13.2,51.1,53.1,23.9,101.99,9.6,4048,,,,,,
Lauri Markkanen,CLE,2022,25,61,32,29,30.8,113.9,109.9,3.9,6.2,1.5,8.9,3.3,14.7,9.2,5.9,54.2,58.2,19.2,97.7,9.7,3831,,,,,,
Robert Williams III,BOS,2022,24,61,40,21,29.6,113.4,103.4,10,9.5,1.92,20.5,13.1,17.8,15.5,10.7,73.6,74.5,11.2,97.5,14,3666,,,,,,
Caleb Martin,MIA,2022,26,60,37,23,22.9,111.8,106.2,5.7,6.8,1.23,11.3,5.4,11.4,8.5,9.2,58.5,61.1,15.8,98.8,9.4,2823,,,,,,
Chimezie Metu,SAC,2022,25,60,23,37,21.3,106.1,111.8,-5.7,7.1,0.98,9.8,2.7,22.7,12.9,10,51.6,54.6,18.4,101.5,10.4,2704,,,,,,
Dwight Howard,LAL,2022,36,60,21,39,16.2,109.3,115,-5.7,4.9,0.74,9.5,12,24.6,18.2,12.8,63,65.7,14.5,100.13,11.2,2019,,,,,,
Talen Horton-Tucker,LAL,2022,21,60,23,37,25.2,107.9,110.1,-2.2,15.3,1.94,19.1,2.4,10,6.1,9.8,46.2,50.3,18.9,101.27,7,3179,,,,,,
Tre Mann,OKC,2022,21,60,17,43,22.8,101.7,112,-10.3,10.8,1.28,11.6,1.7,10.1,5.8,9,47.6,50.1,21.3,100.48,6.9,2869,,,,,,
Trent Forrest,UTA,2022,24,60,36,24,12.8,113,108.5,4.5,18.8,2.21,32.1,3.1,9.3,6.4,14.5,50.6,55.4,12.4,98.16,7.9,1569,,,,,,
De'Aaron Fox,SAC,2022,24,59,22,37,35.3,112.1,116.5,-4.4,25.4,1.96,19,1.2,9.6,5.4,9.7,50.6,54.9,28.4,101.88,11,4423,,,,,,
Garrett Temple,NOP,2022,36,59,23,36,18.6,101,114.7,-13.7,10.2,1.76,17.2,2.4,10.6,6.3,9.8,47.6,49.4,13.6,99.35,5.7,2267,,,,,,
Keita Bates-Diop,SAS,2022,26,59,23,36,16.2,107,106.2,0.8,5.9,0.91,10.9,6.1,16.3,11.2,12,54.9,57.8,14.4,102.27,9.2,2032,,,,,,
Maxi Kleber,DAL,2022,30,59,36,23,24.6,109.2,105.3,3.9,6.7,1.45,13.6,4.7,18.2,11.6,9.4,51.6,53.7,13.1,96.44,8.1,2916,,,,,,
Nicolas Batum,LAC,2022,33,59,31,28,24.8,105.4,109.8,-4.4,9.9,2.5,18.5,1.9,14.6,8.2,7.4,60.2,60.8,13,99.74,9.6,3041,,,,,,
CJ Elleby,POR,2022,22,58,17,41,20.2,102.6,116.9,-14.3,10.9,1.55,17.8,5.2,14.1,9.4,11.5,45.3,49.1,14.3,100.44,6,2459,,,,,,
Cameron Payne,PHX,2022,27,58,46,12,22,109.1,102.7,6.3,31.8,2.74,27.9,1.8,10.9,6.5,10.2,46.9,50,23.5,102.83,10.7,2725,,,,,,
Caris LeVert,CLE,2022,27,58,23,35,30.7,112.7,114.5,-1.8,21.9,2.3,19.2,2.4,9.7,6,8.3,49.2,52.5,25.2,97.93,9.8,3634,,,,,,
Deandre Ayton,PHX,2022,23,58,46,12,29.5,117.2,107.7,9.6,7.1,0.92,9,9.3,24.1,17.2,9.7,63.9,65.6,21.7,100.62,14.8,3590,,,,,,
Eric Paschall,UTA,2022,25,58,36,22,12.7,108.9,111.3,-2.3,7.4,1.33,10.8,4.2,10,7.2,8.1,57,61.2,17.4,99.13,8.5,1524,,,,,,
Frank Ntilikina,DAL,2022,23,58,34,24,11.8,106.6,102.3,4.3,14.9,2.23,20.7,1.6,9.4,5.5,9.3,48.4,51.3,16.5,99.2,7.3,1416,,,,,,
Hamidou Diallo,DET,2022,23,58,14,44,21.9,103.1,110.7,-7.6,9.8,1.26,10.2,4.9,16.2,10.3,8.1,51.8,54.1,21.3,100.69,10.7,2657,,,,,,
Patrick Beverley,MIN,2022,33,58,33,25,25.4,113.6,109.8,3.7,24.9,3.67,32.1,3.8,11.9,7.7,8.7,50.1,53.9,15.8,101.06,9.4,3105,,,,,,
Anfernee Simons,POR,2022,23,57,25,32,29.5,110.5,112.9,-2.5,21.9,1.92,18.8,1.5,7.5,4.4,9.8,55.5,58.3,24.4,98.43,10.2,3447,,,,,,
Eric Gordon,HOU,2022,33,57,19,38,29.3,108.6,113.6,-5.1,13.7,1.44,17.5,0.9,5.6,3.3,12.2,58.5,61.4,18.2,102.74,8.1,3576,,,,,,
Ja Morant,MEM,2022,22,57,36,21,33.1,115.3,111.2,4.1,33,1.96,19.8,3.7,12.4,8,10.1,53,57.5,33,101.46,16.3,4003,,,,,,
Jimmy Butler,MIA,2022,32,57,38,19,33.9,114.4,108.4,6.1,26.4,2.58,21.4,5.5,12.5,9,8.3,49.6,59.2,26,96.49,16.4,3886,,,,,,
Tristan Thompson,CHI,2022,31,57,20,37,15.7,112.1,115.7,-3.6,5.4,0.76,8.5,12.5,19.6,15.9,11.3,53,54.1,16.8,99.54,8.6,1859,,,,,,
Bam Adebayo,MIA,2022,24,56,36,20,32.6,113.1,104.9,8.1,17.2,1.28,15.7,8,23.4,15.9,12.2,55.7,60.8,24.8,97.21,16.1,3696,,,,,,
Blake Griffin,BKN,2022,33,56,29,27,17.1,107.8,112.5,-4.7,15.7,3.39,21.8,6.1,16.9,11.6,6.4,48.6,51.8,16.7,101.65,9.1,2030,,,,,,
Damian Jones,SAC,2022,27,56,19,37,18.2,106.7,113.5,-6.8,10.6,1.17,15.4,7.4,16.4,12,13.1,67.7,70.1,16.3,100.52,11,2116,,,,,,
Davis Bertans,DAL,2022,29,56,32,24,14.4,109.5,108.5,1,5.4,1.63,9.1,1.4,12.7,7.1,5.6,50,53.1,16.5,99.72,6,1681,,,,,,
DeAndre' Bembry,MIL,2022,27,56,31,25,18.3,110,110.5,-0.6,8.7,2.13,19.8,4.2,10.6,7.6,9.3,59.5,60.1,11.1,100.84,6.9,2149,,,,,,
Jarrett Allen,CLE,2022,24,56,35,21,32.3,110,106.7,3.3,7.9,0.98,11.1,10.9,21.3,16.3,11.3,67.8,69.8,17.7,97.3,16,3674,,,,,,
Jeremy Lamb,SAC,2022,30,56,23,33,16.7,110.3,109.7,0.6,12.4,2.19,15.9,2.6,13.4,7.9,7.3,46.3,52.1,18.9,100.62,9.2,1965,,,,,,
Jusuf Nurkic,POR,2022,27,56,25,31,28.2,109.9,110.1,-0.1,16,1.1,15.5,10.1,28.3,19.1,14.1,54.8,58.6,23.3,98.8,14.2,3257,,,,,,
LeBron James,LAL,2022,37,56,25,31,37.2,110.9,113.5,-2.5,29.7,1.78,18.4,3.1,18.5,10.9,10.4,59,61.9,31.7,100.92,18,4380,,,,,,
Lou Williams,ATL,2022,35,56,33,23,14.3,110.4,109.5,0.8,19.6,2.44,20.9,2,8.4,5.2,8.5,44.8,50,21.5,99.65,8.3,1659,,,,,,
Omer Yurtseven,MIA,2022,24,56,39,17,12.6,113.3,108,5.3,10.5,1.2,13.5,12,29.3,20.7,11.3,52.8,54.6,19,98.22,12.7,1439,,,,,,
Shai Gilgeous-Alexander,OKC,2022,23,56,16,40,34.7,106.6,113,-6.4,29.3,2.15,19.4,1.7,11.4,6.5,9,49.6,55.7,29.8,101.41,13.4,4102,,,,,,
Svi Mykhailiuk,TOR,2022,25,56,29,27,12.8,103.6,109.5,-5.9,9.4,1.41,13.8,2.4,10.1,6,9.8,47.6,50.9,16.1,100.24,6.4,1500,,,,,,
Brandon Ingram,NOP,2022,24,55,29,26,34,112.7,109.4,3.3,26.8,2.03,19.5,1.9,15.2,8.6,9.6,49.8,55.4,29.1,98.07,13.9,3817,,,,,,
Chris Duarte,IND,2022,25,55,21,34,28,107.6,109.7,-2,11,1.27,13.1,2.6,11.7,7.1,10.3,50.7,53.7,20.7,99.3,8.9,3193,,,,,,
D.J. Augustin,LAL,2022,34,55,15,40,16.1,106.9,117.5,-10.6,17.6,1.91,26.7,1.2,6.5,3.8,14,57.7,61,13.9,100.92,7.1,1866,,,,,,
Isaiah Joe,PHI,2022,22,55,35,20,11.1,108.2,106.5,1.7,8,1.84,14.5,1,7.9,4.5,7.9,47.7,51.9,14.4,99.35,5.1,1262,,,,,,
Jalen McDaniels,CHA,2022,24,55,34,21,16.3,111.7,109.1,2.6,8.9,1.61,15.2,3.9,13.8,8.9,9.4,56.5,59.5,15.2,100.96,8.2,1882,,,,,,
Kevin Durant,BKN,2022,33,55,36,19,37.2,116.2,109.7,6.5,27.4,1.84,19.1,1.5,16.6,9.7,10.4,57,63.4,31,101.17,18,4311,,,,,,
Khem Birch,TOR,2022,29,55,34,21,18,112.3,112.4,-0.1,7.4,1.93,17.7,11.2,12.8,12,9.2,48.5,53.4,10.8,97.39,6.8,2021,,,,,,
Naji Marshall,NOP,2022,24,55,23,32,13.4,105.7,108,-2.2,12.6,1.35,14.7,4.7,14.2,9.2,10.9,44.4,50.5,19.7,102.03,8.2,1557,,,,,,
Rudy Gay,UTA,2022,35,55,34,21,18.9,113.6,104.9,8.7,7.8,1.19,10.9,5,16.6,10.9,9.1,50.7,53.9,18.5,100,9,2161,,,,,,
Shake Milton,PHI,2022,25,55,34,21,21.4,108.6,109.6,-1,17.8,3.16,22.6,2.5,9.4,5.9,7.2,48.3,51.7,17.4,98.24,7.9,2412,,,,,,
Tomas Satoransky,WAS,2022,30,55,21,34,16.5,104.4,112.4,-8,28.5,4,41.3,2.9,11,6.9,10.3,40.6,46.1,12.4,98.73,7.6,1857,,,,,,
Tony Bradley,CHI,2022,24,55,28,27,10,110.2,105,5.2,6.5,0.79,13.7,12.3,19.6,16.1,17.3,58.5,60,12.8,101.8,9.6,1169,,,,,,
Armoni Brooks,TOR,2022,24,54,20,34,15.6,108.3,112.1,-3.8,10.5,2.3,16.1,2.1,9.7,5.8,7,46.7,48.3,15.9,100.95,5.4,1769,,,,,,
Eric Bledsoe,POR,2022,32,54,27,27,25.2,105.2,106.4,-1.2,25.1,1.94,26.3,2,10.5,6.3,13.6,47.5,51.4,19.8,99.8,9.5,2826,,,,,,
George Hill,MIL,2022,36,54,36,18,23.2,112.5,100.8,11.7,12.4,2.93,25.9,2.9,8.4,5.8,8.9,50.4,55.2,11.5,101.54,7.3,2652,,,,,,
Jock Landale,SAS,2022,26,54,24,30,10.9,107.9,109,-1.1,11.5,1.45,15.2,9.4,11.8,10.6,10.4,56.6,59.7,17.2,103.34,9.7,1266,,,,,,
John Collins,ATL,2022,24,54,26,28,30.8,113.5,112.7,0.8,8.8,1.63,11.2,5.6,19,12.4,6.8,57.6,61,20.2,98.71,11.9,3423,,,,,,
Jose Alvarado,NOP,2022,24,54,25,29,15.4,112.1,104.8,7.3,26.1,3.8,29.9,2.9,9.4,6,7.9,50,52,17.4,100.67,10.7,1756,,,,,,
Josh Giddey,OKC,2022,19,54,17,37,31.5,101.1,109.4,-8.3,32.5,2.02,28.2,5.2,17.5,11.3,14,46.1,47.8,21.8,99.95,11.4,3538,,,,,,
Josh Hart,POR,2022,27,54,20,34,33.2,108.4,113.2,-4.9,19,1.96,22.5,3.3,18.3,10.7,11.4,56.9,61,18.4,99.35,11.7,3699,,,,,,
Marcus Morris Sr.,LAC,2022,32,54,26,28,29,109.2,114,-4.8,11.4,1.64,12.1,1.6,12.9,7.4,7.4,50.7,54.9,22.8,97.78,9.5,3191,,,,,,
Serge Ibaka,MIL,2022,32,54,30,24,16.3,106,108.9,-3,8.4,1.14,12.1,7,19.7,13.5,10.6,56.3,57.9,17.2,101.49,9.6,1856,,,,,,
De'Andre Hunter,ATL,2022,24,53,28,25,29.8,114.6,113.9,0.7,6,0.99,8.7,1.6,9.3,5.5,8.8,50.6,54.7,19.4,100.17,5.8,3294,,,,,,
Frank Jackson,DET,2022,24,53,9,44,22,104.1,110.9,-6.8,7.7,1.45,8.9,1.5,5.8,3.6,6.2,49.1,53,20.3,101.18,6.4,2445,,,,,,
Tony Snell,NOP,2022,30,53,19,34,15.5,104.8,112.6,-7.8,4.7,1.47,12.8,1.8,10.7,6.1,8.7,53.5,54.1,9.9,99.59,4.3,1714,,,,,,
Xavier Tillman,MEM,2022,23,53,35,18,13.2,105,106.4,-1.4,12.7,1.82,18.1,8.4,13.8,10.9,9.9,47.7,51,16.4,100.82,9.4,1469,,,,,,
Aaron Nesmith,BOS,2022,22,52,32,20,11,107.3,104.3,3,5.7,0.71,9,2.5,11.7,7.3,12.7,48.1,50.7,16.4,100.58,4.8,1196,,,,,,
Moses Moody,GSW,2022,20,52,35,17,11.7,104.8,108.9,-4,5.6,1.77,9.8,2.8,9.8,6.4,5.6,54.6,57.3,14.8,101,6.9,1282,,,,,,
Rodney Hood,LAC,2022,29,52,30,22,13.6,108.8,107.9,0.8,7.4,3.45,17.8,2.1,8.1,5.2,5.1,46.5,49.3,10.6,100.37,5.1,1482,,,,,,
Taj Gibson,NYK,2022,37,52,24,28,18.2,107.4,104.2,3.3,5,1.19,12.9,8.8,13.9,11.4,10.8,56.3,60.6,9.9,96.74,6.9,1897,,,,,,
Thaddeus Young,TOR,2022,34,52,27,25,16.3,106.1,106.3,-0.2,17.7,2,23.2,8.8,15.2,11.9,11.6,55,54.8,16.9,99.55,10.9,1764,,,,,,
Timothe Luwawu-Cabarrot,ATL,2022,27,52,30,22,13.2,109.7,113.2,-3.5,8,2,15.2,2.4,9.4,5.8,7.6,51.6,55.6,13.5,102.83,4.9,1467,,,,,,
Brandon Boston Jr.,LAC,2022,20,51,26,25,14.9,102.9,104.9,-2,10.3,1.65,11.6,2,11.1,6.6,7.1,43.7,48.1,21.2,101.71,8.3,1609,,,,,,
Dean Wade,CLE,2022,25,51,27,24,19.2,105.8,103.8,2,7.7,3.25,17.6,3.1,12,7.5,5.4,57.4,58.4,10.7,97.79,6.8,1996,,,,,,
Derrick Jones Jr.,CHI,2022,25,51,28,23,17.6,112.8,110.1,2.7,4.3,1,10.5,6.8,12.1,9.5,10.5,59,63.3,11.9,101.61,6.9,1899,,,,,,
Doug McDermott,SAS,2022,30,51,21,30,24,112.3,114.1,-1.8,6.8,1.49,10.8,1.4,7.6,4.5,7.3,57.8,59.3,17.8,102.53,6.8,2617,,,,,,
Jalen Smith,IND,2022,22,51,29,22,18.1,112,109.3,2.7,3.8,0.57,5.2,10.1,21.6,15.7,9.1,56,59.5,19.3,100.73,11.9,1930,,,,,,
Josh Jackson,SAC,2022,25,51,12,39,16.3,103.6,112.2,-8.6,10.5,1.15,12.5,2.5,14.9,8.5,10.9,45.5,49.1,19.6,100.34,6.6,1732,,,,,,
Kristaps Porzingis,WAS,2022,26,51,26,25,29,109.9,109.5,0.4,13.3,1.47,10.9,6.8,20.4,13.7,7.4,51,57.7,28.6,97.92,15,3030,,,,,,
Luguentz Dort,OKC,2022,23,51,17,34,32.7,101.9,110.1,-8.1,8.7,1,8.9,2,9.7,5.8,8.9,49.3,54.1,22.8,100.75,7.7,3490,,,,,,
Rodney McGruder,DET,2022,30,51,13,38,14.8,105,108.7,-3.7,9.4,2,15.5,3.7,10.4,6.9,7.8,56.4,57.7,14.2,101.56,7.7,1597,,,,,,
Theo Maledon,OKC,2022,21,51,14,37,17.8,101.8,112.3,-10.5,18.8,1.71,20.7,2,11.8,6.8,12.1,44.5,50,20.1,100.47,7.5,1901,,,,,,
Aaron Wiggins,OKC,2022,23,50,13,37,24.2,104.5,112.6,-8.1,8.3,1.26,13.8,4,9.8,6.9,10.9,52.5,55.6,14.9,101.6,6.2,2546,,,,,,
Dylan Windler,CLE,2022,25,50,28,22,9.2,101.6,101.6,0,11.1,2.13,21.8,4.7,14.6,9.8,10.3,48.5,51.9,11.5,97.47,6.9,928,,,,,,
Elfrid Payton,PHX,2022,28,50,39,11,11,103,105,-2,25.2,2.11,29.6,3.5,11.5,7.5,14,39.4,39.7,17.5,102.32,6.7,1161,,,,,,
Goga Bitadze,IND,2022,22,50,17,33,14.6,114,116.4,-2.4,11,1.2,14,10.6,13.9,12.2,11.7,56.5,59.5,19.1,100.69,8.8,1531,,,,,,
Joshua Primo,SAS,2022,19,50,22,28,19.3,107.9,111.2,-3.3,11.1,1.42,18.7,3.1,7.9,5.5,13.1,45.2,48.7,15.2,102.04,4.4,2045,,,,,,
Nick Richards,CHA,2022,24,50,25,25,7.3,102.4,115.4,-13,5.4,0.54,9,8.6,13.7,11.1,16.6,66.7,68.9,14.7,103.02,8.6,785,,,,,,
Willy Hernangomez,NOP,2022,28,50,22,28,16.8,112.5,114.2,-1.6,11.3,1.24,12.5,15.3,24,19.4,10.1,52.6,58.2,21.1,101.84,13.1,1773,,,,,,
Cam Reddish,NYK,2022,22,49,20,29,20.7,103.2,113,-9.8,7.8,0.84,8.5,2.3,7.5,4.8,10.1,48.5,54.3,21.3,100.62,7.9,2118,,,,,,
